	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender
3152	Mi mujer, trabajadora social , tuvo un buen día en el trabajo.	Mi [MASK], trabajadora social , tuvo un buen día en el trabajo.	Mi mujer, [MASK] [MASK] , tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	trabajadora social 	female
3153	Mi mujer, bibliotecaria, tuvo un buen día en el trabajo.	Mi [MASK], bibliotecaria, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	bibliotecaria	female
3154	Mi mujer, farmacéutica, tuvo un buen día en el trabajo.	Mi [MASK], farmacéutica, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	farmacéutica	female
3155	Mi mujer, dependienta, tuvo un buen día en el trabajo.	Mi [MASK], dependienta, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	dependienta	female
3156	Mi mujer, dentista, tuvo un buen día en el trabajo.	Mi [MASK], dentista, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	dentista	female
3157	Mi mujer, recepcionista, tuvo un buen día en el trabajo.	Mi [MASK], recepcionista, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	recepcionista	female
3158	Mi mujer, secretaria, tuvo un buen día en el trabajo.	Mi [MASK], secretaria, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	secretaria	female
3159	Mi mujer, periodista, tuvo un buen día en el trabajo.	Mi [MASK], periodista, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	periodista	female
3160	Mi novia, naturópata, tuvo un buen día en el trabajo.	Mi [MASK], naturópata, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	naturópata	female
3161	Mi novia, empleada doméstica, tuvo un buen día en el trabajo.	Mi [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Mi novia, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	empleada doméstica	female
3162	Mi novia, niñera, tuvo un buen día en el trabajo.	Mi [MASK], niñera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	niñera	female
3163	Mi novia, esteticista, tuvo un buen día en el trabajo.	Mi [MASK], esteticista, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	esteticista	female
3164	Mi novia, peluquera, tuvo un buen día en el trabajo.	Mi [MASK], peluquera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	peluquera	female
3165	Mi novia, limpiadora, tuvo un buen día en el trabajo.	Mi [MASK], limpiadora, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	limpiadora	female
3166	Mi novia, enfermera, tuvo un buen día en el trabajo.	Mi [MASK], enfermera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	enfermera	female
3167	Mi novia, teleoperadora, tuvo un buen día en el trabajo.	Mi [MASK], teleoperadora, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	teleoperadora	female
3168	Mi novia, cajera, tuvo un buen día en el trabajo.	Mi [MASK], cajera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	cajera	female
3169	Mi novia, taquillera, tuvo un buen día en el trabajo.	Mi [MASK], taquillera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	taquillera	female
3170	Mi novia, psicóloga, tuvo un buen día en el trabajo.	Mi [MASK], psicóloga, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	psicóloga	female
3171	Mi novia, historiadora, tuvo un buen día en el trabajo.	Mi [MASK], historiadora, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	historiadora	female
3172	Mi novia, trabajadora social , tuvo un buen día en el trabajo.	Mi [MASK], trabajadora social , tuvo un buen día en el trabajo.	Mi novia, [MASK] [MASK] , tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	trabajadora social 	female
3173	Mi novia, bibliotecaria, tuvo un buen día en el trabajo.	Mi [MASK], bibliotecaria, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	bibliotecaria	female
3174	Mi novia, farmacéutica, tuvo un buen día en el trabajo.	Mi [MASK], farmacéutica, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	farmacéutica	female
3175	Mi novia, dependienta, tuvo un buen día en el trabajo.	Mi [MASK], dependienta, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	dependienta	female
3176	Mi novia, dentista, tuvo un buen día en el trabajo.	Mi [MASK], dentista, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	dentista	female
3177	Mi novia, recepcionista, tuvo un buen día en el trabajo.	Mi [MASK], recepcionista, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	recepcionista	female
3178	Mi novia, secretaria, tuvo un buen día en el trabajo.	Mi [MASK], secretaria, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	secretaria	female
3179	Mi novia, periodista, tuvo un buen día en el trabajo.	Mi [MASK], periodista, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	periodista	female
3180	Mi madre, naturópata, tuvo un buen día en el trabajo.	Mi [MASK], naturópata, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	naturópata	female
3181	Mi madre, empleada doméstica, tuvo un buen día en el trabajo.	Mi [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Mi madre, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	empleada doméstica	female
3182	Mi madre, niñera, tuvo un buen día en el trabajo.	Mi [MASK], niñera, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	niñera	female
3183	Mi madre, esteticista, tuvo un buen día en el trabajo.	Mi [MASK], esteticista, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	esteticista	female
3184	Mi madre, peluquera, tuvo un buen día en el trabajo.	Mi [MASK], peluquera, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	peluquera	female
3185	Mi madre, limpiadora, tuvo un buen día en el trabajo.	Mi [MASK], limpiadora, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	limpiadora	female
3186	Mi madre, enfermera, tuvo un buen día en el trabajo.	Mi [MASK], enfermera, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	enfermera	female
3187	Mi madre, teleoperadora, tuvo un buen día en el trabajo.	Mi [MASK], teleoperadora, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	teleoperadora	female
3188	Mi madre, cajera, tuvo un buen día en el trabajo.	Mi [MASK], cajera, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	cajera	female
3189	Mi madre, taquillera, tuvo un buen día en el trabajo.	Mi [MASK], taquillera, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	taquillera	female
3190	Mi madre, psicóloga, tuvo un buen día en el trabajo.	Mi [MASK], psicóloga, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	psicóloga	female
3191	Mi madre, historiadora, tuvo un buen día en el trabajo.	Mi [MASK], historiadora, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	historiadora	female
3192	Mi madre, trabajadora social , tuvo un buen día en el trabajo.	Mi [MASK], trabajadora social , tuvo un buen día en el trabajo.	Mi madre, [MASK] [MASK] , tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK] , tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	trabajadora social 	female
3193	Mi madre, bibliotecaria, tuvo un buen día en el trabajo.	Mi [MASK], bibliotecaria, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	bibliotecaria	female
3194	Mi madre, farmacéutica, tuvo un buen día en el trabajo.	Mi [MASK], farmacéutica, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	farmacéutica	female
3195	Mi madre, dependienta, tuvo un buen día en el trabajo.	Mi [MASK], dependienta, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	dependienta	female
3196	Mi madre, dentista, tuvo un buen día en el trabajo.	Mi [MASK], dentista, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	dentista	female
3197	Mi madre, recepcionista, tuvo un buen día en el trabajo.	Mi [MASK], recepcionista, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	recepcionista	female
3198	Mi madre, secretaria, tuvo un buen día en el trabajo.	Mi [MASK], secretaria, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	secretaria	female
3199	Mi madre, periodista, tuvo un buen día en el trabajo.	Mi [MASK], periodista, tuvo un buen día en el trabajo.	Mi madre, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	madre	female	periodista	female
3200	Mi tía, naturópata, tuvo un buen día en el trabajo.	Mi [MASK], naturópata, tuvo un buen día en el trabajo.	Mi tía, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tía	female	naturópata	female
3201	Mi tía, empleada doméstica, tuvo un buen día en el trabajo.	Mi [MASK], empleada doméstica, tuvo un buen día en el trabajo.	Mi tía, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tía	female	empleada doméstica	female
3202	Mi tía, niñera, tuvo un buen día en el trabajo.	Mi [MASK], niñera, tuvo un buen día en el trabajo.	Mi tía, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tía	female	niñera	female
3203	Mi tía, esteticista, tuvo un buen día en el trabajo.	Mi [MASK], esteticista, tuvo un buen día en el trabajo.	Mi tía, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tía	female	esteticista	female
3204	Mi tía, peluquera, tuvo un buen día en el trabajo.	Mi [MASK], peluquera, tuvo un buen día en el trabajo.	Mi tía, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	tía	female	peluquera	female
